"contract_id","job_order","dataset_scope","source_tier","unit_id","fit_cells","selected_axes","selected_cells_per_axis","source_sha256","sentinel_role","authorization_state","repeat_required","output_file","elapsed_cap_seconds","rss_cap_bytes","workers","retries","outcome_label_state","biological_outcomes_computed"
"mv08n_residual_source_queue_v1",83,"internal124","added34","SRA742961_SRS3565210",5566,5,384,"26c4a262315625215bb1bd45a856b95b5695fd9565e34e12ed125c892f5b79b0","none","closed_pending_sentinel",FALSE,"internal/SRA742961_SRS3565210__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",84,"internal124","added34","SRA742961_SRS3565211",5981,5,384,"cc6da3134b009dc572f371a954560678e0837e03952f8fbd09bb7b0a2f5d4394","none","closed_pending_sentinel",FALSE,"internal/SRA742961_SRS3565211__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",85,"internal124","primary90","SRA749327_SRS3693910",1889,5,384,"8ea3aa197cbc74517d8dba45263c603d520d1231f4cf72db8eb75923c445a3f6","none","closed_pending_sentinel",FALSE,"internal/SRA749327_SRS3693910__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",86,"internal124","primary90","SRA749327_SRS3693911",935,5,384,"2253651a6eb0eab484e942ec8dad0e01dc13832663e8b11d60a6b390f92873b8","none","closed_pending_sentinel",FALSE,"internal/SRA749327_SRS3693911__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",87,"internal124","primary90","SRA749327_SRS3693912",945,5,384,"d922f8a74959ec47ff288abc58beedd004d97359d86c7ae22ed9314d83f599aa","none","closed_pending_sentinel",FALSE,"internal/SRA749327_SRS3693912__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",88,"internal124","primary90","SRA749327_SRS3693913",2644,5,384,"c1d8cb96072e028aa5d4a2a8e19f196ff7ccad1b759c431b1f61721155353216","none","closed_pending_sentinel",FALSE,"internal/SRA749327_SRS3693913__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",89,"internal124","primary90","SRA760933_SRS3693061",7942,5,384,"ce7d6a5831f8542e8f9a93d90e3d25de0df38733e0a51e24d269ed770a76ed31","none","closed_pending_sentinel",FALSE,"internal/SRA760933_SRS3693061__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",90,"internal124","primary90","SRA779509_SRS3805245",5651,5,384,"ce90964f51c8fe9be5bc6c42570a9ef64cf6f757fd535b2da6a7d4aacdd14bc5","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805245__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",91,"internal124","primary90","SRA779509_SRS3805246",5413,5,384,"8f7c36b330780095f2b11aff9d42eb6d65ce6f9ef9fd1f031990d85add8aebf1","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805246__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",92,"internal124","primary90","SRA779509_SRS3805247",5416,5,384,"e24410a42c6c7e04685b056a2c25e1b249233162eddeb5a9008303f28d713dc1","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805247__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",93,"internal124","primary90","SRA779509_SRS3805248",4536,5,384,"f7ad6c35909ba3636258e9852b7c3da4d010c374278e2cf78a55f7b61c9f3644","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805248__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",94,"internal124","primary90","SRA779509_SRS3805249",874,5,384,"9486f75edc1ea14ec933bfc5a86a564533d03837cafb31aca1380570f8d42d4c","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805249__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",95,"internal124","primary90","SRA779509_SRS3805250",3018,5,384,"db47322811cf5930c4cdc4c5b0aa2d3c1c0cbd306bbe7a5d8865caac4ce0d8b5","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805250__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",96,"internal124","primary90","SRA779509_SRS3805251",2111,5,384,"678ef75068a228e9d6d218ffce24f39ed0a2cee11fa7761c545db68b2b33597c","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805251__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",97,"internal124","primary90","SRA779509_SRS3805252",5071,5,384,"21cc74472a47839fa797ec9ecd4879d4933471549a019657f8356812dfe0d104","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805252__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",98,"internal124","primary90","SRA779509_SRS3805253",4111,5,384,"caf8c340a4c9c0dbd3bca3def75065f2593eac1bf6d4e6a70bc2050a43083afb","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805253__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",99,"internal124","primary90","SRA779509_SRS3805254",4499,5,384,"652ee32bac33c9790f2dfec02b8727d2dccee8114edc79d2015633b8b48ac7ff","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805254__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",100,"internal124","primary90","SRA779509_SRS3805255",7261,5,384,"35228885399359c6213807674bc1847f2c18c849a22ab8ccaa35ef8478960a92","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805255__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",101,"internal124","primary90","SRA779509_SRS3805256",4564,5,384,"10eb9fc9f37e7a8cd4b06020295c28952168f7429d41e26442a3051c967925b2","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805256__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",102,"internal124","primary90","SRA779509_SRS3805257",3831,5,384,"57f564a87f1c4b000e32885ad3885e9f8cb74feecb2cd5a268335408437dd132","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805257__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",103,"internal124","primary90","SRA779509_SRS3805258",5403,5,384,"7c1df1b918e38aae5e01b5b7d279c7c472c8acb8723ded4ad9173480bfdfc8e3","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805258__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",104,"internal124","primary90","SRA779509_SRS3805259",5868,5,384,"0b036d8f9f0572416a387aabe142b2e8d539db3c45658d51b3b6d21f66ca29ea","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805259__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",105,"internal124","primary90","SRA779509_SRS3805260",2989,5,384,"c820ad1d5efccf9c44a3224d9fbf0e67e8e3030b4bc216c67830625b4b069d7f","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805260__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",106,"internal124","primary90","SRA779509_SRS3805261",1137,5,384,"c6c18a5cab16bea583608c8918d6e61bd97221a64958ed79c48441f01149b20a","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805261__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",107,"internal124","primary90","SRA779509_SRS3805262",6124,5,384,"ddfb9e27dbee767a71a343aefd3bd0f1684b6f90bdbaa9d2079d4f8fd262f467","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805262__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",108,"internal124","primary90","SRA779509_SRS3805263",5200,5,384,"0de777f1cfe545af434d283e5366b900802a6db5208dc0c89a0f434d6d62f57d","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805263__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",109,"internal124","primary90","SRA779509_SRS3805264",979,5,384,"16ad69d3177feb23c5441f617f11cf941c3433c0790f98cf35f2008d8161960d","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805264__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",110,"internal124","primary90","SRA779509_SRS3805265",5646,5,384,"73e3742823410c1dd0dddf8b1f00d1527afde22a25e2a22dad35b047cfe90879","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805265__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",111,"internal124","primary90","SRA779509_SRS3805266",5590,5,384,"630bfd02d9bbad6bd14b65c714e80c67f8b7a54948e911b932013c518095b2d7","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805266__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",112,"internal124","primary90","SRA779509_SRS3805267",3427,5,384,"82beb7530ba5cdc968bc6c060592618c0c8c4c88cf6eb9eb890c1c028d8c9e43","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805267__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",113,"internal124","primary90","SRA779509_SRS3805268",5042,5,384,"debacc1af1194634aa64026507ca3de8952421fe8dbef69949b7abe0623fd61f","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805268__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",114,"internal124","primary90","SRA779509_SRS3805269",5226,5,384,"ab4f65725fe5ab82c33c16e18622cbea03ddeed19969cb3aeeaf1f4b376fd4de","none","closed_pending_sentinel",FALSE,"internal/SRA779509_SRS3805269__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",115,"internal124","primary90","SRA784242_SRS3822680",537,5,384,"c5ad9278a0656ad8f3d21bbf4bbfdd3eed786f44c6071a66fbd0955d1cba2b0e","none","closed_pending_sentinel",FALSE,"internal/SRA784242_SRS3822680__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",116,"internal124","primary90","SRA784242_SRS3822682",574,5,384,"e44a5842c00ac7545b3d640b720d60995ab7d87871f824d6d3afcd2b2cce430d","none","closed_pending_sentinel",FALSE,"internal/SRA784242_SRS3822682__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",117,"internal124","primary90","SRA784242_SRS3822683",647,5,384,"ffdc7621b19ce0a7fe2b9d593f837505918968117cd6a8a6b2a0d338ed8ec04e","none","closed_pending_sentinel",FALSE,"internal/SRA784242_SRS3822683__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",118,"internal124","primary90","SRA784242_SRS3822686",623,5,384,"8d228d82d76ce651c941dd8c989bead57e158d8c50cd6fb028d4fcb42deaf7c5","none","closed_pending_sentinel",FALSE,"internal/SRA784242_SRS3822686__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",119,"internal124","primary90","SRA826293_SRS4181123",4490,5,384,"73ff8fe4139d804527ade133da3059bbd7daa273c0e841feb3aa18a20587cd6f","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181123__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",120,"internal124","primary90","SRA826293_SRS4181124",1664,5,384,"a2cd485421d6073e69306909a5bc2e46c186e2730e6a222b0196067108a97763","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181124__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",121,"internal124","primary90","SRA826293_SRS4181125",609,5,384,"71cfcdecfe80552067e3e4f4875bddaa4156c83179cdc193a25ce751617006b7","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181125__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",122,"internal124","primary90","SRA826293_SRS4181126",2250,5,384,"4f40e3ca201e1f16035e47b36332ce80413fc310cdb49de9b6843c4409922c7a","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181126__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",123,"internal124","primary90","SRA826293_SRS4181127",5276,5,384,"59c5951fef3b6894a1dceb410b55d0469432ac65c0969deae7e89382ce10347d","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181127__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",124,"internal124","primary90","SRA826293_SRS4181128",4681,5,384,"2b0cad7e3f3109e0f3a7b8040eb60d2d2240ab5b76597eb190687274f0735fbb","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181128__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",125,"internal124","primary90","SRA826293_SRS4181129",4038,5,384,"ec11b4fb95589ad7354aea5b4bb00e46ad21247aeb5cc8cda2bb222c7d356ffc","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181129__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",126,"internal124","primary90","SRA826293_SRS4181130",7965,5,384,"780597f28dfd23e68d459811bb5d479a0d23256c7e49ab4466a8006a9978314c","none","closed_pending_sentinel",FALSE,"internal/SRA826293_SRS4181130__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",127,"internal124","added34","SRA850958_SRS4386101",1015,5,384,"d52a5d0b483d3ac6eddca9ad88767bc21d369e48aa418dafef85a50e7df0ab84","none","closed_pending_sentinel",FALSE,"internal/SRA850958_SRS4386101__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",128,"internal124","added34","SRA850958_SRS4386109",809,5,384,"1d65c204814e538f38761c015936900a268c76780b2da146c6528ec8106f6e53","none","closed_pending_sentinel",FALSE,"internal/SRA850958_SRS4386109__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",129,"internal124","added34","SRA850958_SRS4386110",617,5,384,"37157d0b54bf712d343af619f543f034ad6dcdd3afd9818818dba438f8a40247","none","closed_pending_sentinel",FALSE,"internal/SRA850958_SRS4386110__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",130,"internal124","added34","SRA850958_SRS4386111",778,5,384,"8f48352dc48b750322b5b7826eac6974645a0f982620be4eaa4b8c6e83a80b22","none","closed_pending_sentinel",FALSE,"internal/SRA850958_SRS4386111__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",131,"internal124","added34","SRA850958_SRS4386112",713,5,384,"e369d76985d76656d57c1a73a126ae64fa1e9e5b1cf0893cc721d0907f97652e","none","closed_pending_sentinel",FALSE,"internal/SRA850958_SRS4386112__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
"mv08n_residual_source_queue_v1",132,"internal124","added34","SRA850958_SRS4386113",584,5,384,"3eda09be445ff370be43eac5fcf3bf68404d650a529920fd995bff1aa608820f","none","closed_pending_sentinel",FALSE,"internal/SRA850958_SRS4386113__exact500_allqc_sct_model.rds",1800,12884901888,1,0,"closed",FALSE
