"contract_id","execution_head","attempt_order","attempt_id","stage","disposition","exit_status","elapsed_seconds","peak_process_tree_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","output_file","output_bytes","output_sha256","stdout_bytes","stderr_bytes","stderr_class","workers","retries","outcome_label_state","biological_outcomes_computed"
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",51,"ph_primary__51","ph_primary","completed",0,3.4071319103241,124166144,1800,8589934592,"ph/0051__8ce30412e17deb87f377.rds",56908,"f378591cfd0b64bbb77a4e8654622e9b345a2659f133d9117b0092438c5ec1d3",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",52,"ph_primary__52","ph_primary","completed",0,3.6608521938324,124157952,1800,8589934592,"ph/0052__0a302f46f61fb5da7926.rds",100252,"fca988419efe0de55c7d73b763ee7bb1f51481cbf85a1fbaaabea60e97d46afd",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",53,"ph_primary__53","ph_primary","completed",0,3.65683722496033,123912192,1800,8589934592,"ph/0053__8a478191af7f5a920c30.rds",97444,"9bd5b30bc3a1fd6312b29dd1098816d8b78cdc45c6d1fb61ec74ada8f60c544c",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",54,"ph_primary__54","ph_primary","completed",0,3.65694379806519,123805696,1800,8589934592,"ph/0054__a0050948630e511ae903.rds",1e+05,"a4cad96b9deac0a0f9d56c76ab33e0f575ba1919f342c270e3ae3118021e474c",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",55,"ph_primary__55","ph_primary","completed",0,3.41365170478821,124145664,1800,8589934592,"ph/0055__d7eb28ca1ffae3f8b4ab.rds",89668,"05e4eb3c75459d6ab6e1bc4275bb1e0ca057bd14780be43a6f98f48346532285",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",56,"ph_primary__56","ph_primary","completed",0,3.4908139705658,123932672,1800,8589934592,"ph/0056__d058d3627d1bda070c0d.rds",91936,"5199456380b8572417d11071e8e0a6c0e72a6bfb851b690ca73329967b739fa3",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",57,"ph_primary__57","ph_primary","completed",0,21.0187022686005,1142411264,1800,8589934592,"ph/0057__b602c19b28b2063c91e7.rds",134632,"6e921ad7e42fb9a28bd83d87b542ce505924c37f31b937c3c983cd7cd4642589",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",58,"ph_primary__58","ph_primary","completed",0,7.17374420166016,197046272,1800,8589934592,"ph/0058__b3b47d4c87c001b69bb6.rds",136648,"54bd276b9d9cd714f44b6a9b97cb335bf7204190ef9f49f411646d0b59619fe8",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",59,"ph_primary__59","ph_primary","completed",0,119.112057447433,4367720448,1800,8589934592,"ph/0059__d1740d329c5830ba26e8.rds",137800,"687cd203aebd3f6fb042cdb1010fee376b74ed9be46c580755af750fb45ad426",172,0,"empty",1,0,"closed",FALSE
"mv08v_resource_metric_v1","fa2da5ed6cb4e4b15d64a82b8c4a4d760b771f4a",60,"ph_primary__60","ph_primary","completed",0,4.95594549179077,171704320,1800,8589934592,"ph/0060__65a0a4f1f3e1b1eb12eb.rds",112672,"02984b5599a69a9c6bc70d392ac6e65029c24100c8faaad3d43476e4892304de",172,0,"empty",1,0,"closed",FALSE
