"comparison_order","dataset_scope","contrast_id","seed","homology_dimension","metric","value"
6,"internal124","net_migration_effect",20260806,"H0","p95_abs_median_scaled_change",0.492668470065778
6,"internal124","net_migration_effect",20260806,"H0","pearson",0.968317008848816
6,"internal124","net_migration_effect",20260806,"H0","relative_stress",0.145555960588844
6,"internal124","net_migration_effect",20260806,"H0","right_median_distance",1.12444920472567
6,"internal124","net_migration_effect",20260806,"H0","spearman",0.947602585435456
9,"internal124","net_migration_effect",20260807,"H0","left_median_distance",1.0387078636052
9,"internal124","net_migration_effect",20260807,"H0","mean_neighbor_jaccard",0.403321865252605
9,"internal124","net_migration_effect",20260807,"H0","median_abs_median_scaled_change",0.157001741375463
9,"internal124","net_migration_effect",20260807,"H0","median_neighbor_jaccard",0.428571428571429
9,"internal124","net_migration_effect",20260807,"H0","nonnegative_scale",1.00470384632187
9,"internal124","net_migration_effect",20260807,"H0","p10_neighbor_jaccard",0.176470588235294
9,"internal124","net_migration_effect",20260807,"H0","p95_abs_median_scaled_change",0.461452519167213
9,"internal124","net_migration_effect",20260807,"H0","pearson",0.969452868959548
9,"internal124","net_migration_effect",20260807,"H0","relative_stress",0.142618875130192
9,"internal124","net_migration_effect",20260807,"H0","right_median_distance",1.12236140525223
9,"internal124","net_migration_effect",20260807,"H0","spearman",0.946760291029018
12,"internal124","net_migration_effect",20260808,"H0","left_median_distance",1.04114569111203
12,"internal124","net_migration_effect",20260808,"H0","mean_neighbor_jaccard",0.418828436923663
12,"internal124","net_migration_effect",20260808,"H0","median_abs_median_scaled_change",0.155187065166694
12,"internal124","net_migration_effect",20260808,"H0","median_neighbor_jaccard",0.428571428571429
12,"internal124","net_migration_effect",20260808,"H0","nonnegative_scale",1.01445288913488
12,"internal124","net_migration_effect",20260808,"H0","p10_neighbor_jaccard",0.176470588235294
12,"internal124","net_migration_effect",20260808,"H0","p95_abs_median_scaled_change",0.47191050515644
12,"internal124","net_migration_effect",20260808,"H0","pearson",0.969033056982176
12,"internal124","net_migration_effect",20260808,"H0","relative_stress",0.143497344917082
12,"internal124","net_migration_effect",20260808,"H0","right_median_distance",1.14517234904415
12,"internal124","net_migration_effect",20260808,"H0","spearman",0.948319091253943
15,"internal124","net_migration_effect",20260809,"H0","left_median_distance",1.01349644468529
15,"internal124","net_migration_effect",20260809,"H0","mean_neighbor_jaccard",0.414201146124646
15,"internal124","net_migration_effect",20260809,"H0","median_abs_median_scaled_change",0.154718248999223
15,"internal124","net_migration_effect",20260809,"H0","median_neighbor_jaccard",0.428571428571429
15,"internal124","net_migration_effect",20260809,"H0","nonnegative_scale",1.01219226029608
15,"internal124","net_migration_effect",20260809,"H0","p10_neighbor_jaccard",0.198529411764706
15,"internal124","net_migration_effect",20260809,"H0","p95_abs_median_scaled_change",0.480185825455952
15,"internal124","net_migration_effect",20260809,"H0","pearson",0.96967009016846
15,"internal124","net_migration_effect",20260809,"H0","relative_stress",0.1416778081989
15,"internal124","net_migration_effect",20260809,"H0","right_median_distance",1.12049883174266
15,"internal124","net_migration_effect",20260809,"H0","spearman",0.948238562294475
18,"internal124","net_migration_effect",20260805,"H1","left_median_distance",0.0273525080161923
18,"internal124","net_migration_effect",20260805,"H1","mean_neighbor_jaccard",0.308093491392702
18,"internal124","net_migration_effect",20260805,"H1","median_abs_median_scaled_change",0.108490873699651
18,"internal124","net_migration_effect",20260805,"H1","median_neighbor_jaccard",0.333333333333333
18,"internal124","net_migration_effect",20260805,"H1","nonnegative_scale",1.16578806480482
18,"internal124","net_migration_effect",20260805,"H1","p10_neighbor_jaccard",0.111111111111111
18,"internal124","net_migration_effect",20260805,"H1","p95_abs_median_scaled_change",0.341234522827126
18,"internal124","net_migration_effect",20260805,"H1","pearson",0.920450705939692
18,"internal124","net_migration_effect",20260805,"H1","relative_stress",0.149562367943787
18,"internal124","net_migration_effect",20260805,"H1","right_median_distance",0.0323439749050355
18,"internal124","net_migration_effect",20260805,"H1","spearman",0.902274243656708
21,"internal124","net_migration_effect",20260806,"H1","left_median_distance",0.0276855106426879
21,"internal124","net_migration_effect",20260806,"H1","mean_neighbor_jaccard",0.315699785638865
21,"internal124","net_migration_effect",20260806,"H1","median_abs_median_scaled_change",0.112983174456761
21,"internal124","net_migration_effect",20260806,"H1","median_neighbor_jaccard",0.333333333333333
21,"internal124","net_migration_effect",20260806,"H1","nonnegative_scale",1.16690093589866
21,"internal124","net_migration_effect",20260806,"H1","p10_neighbor_jaccard",0.111111111111111
21,"internal124","net_migration_effect",20260806,"H1","p95_abs_median_scaled_change",0.355235285504352
21,"internal124","net_migration_effect",20260806,"H1","pearson",0.916081956028376
21,"internal124","net_migration_effect",20260806,"H1","relative_stress",0.156193494624387
21,"internal124","net_migration_effect",20260806,"H1","right_median_distance",0.0326639282923475
21,"internal124","net_migration_effect",20260806,"H1","spearman",0.898221455149251
24,"internal124","net_migration_effect",20260807,"H1","left_median_distance",0.0274852257996223
24,"internal124","net_migration_effect",20260807,"H1","mean_neighbor_jaccard",0.301671383783388
24,"internal124","net_migration_effect",20260807,"H1","median_abs_median_scaled_change",0.113041512577058
24,"internal124","net_migration_effect",20260807,"H1","median_neighbor_jaccard",0.333333333333333
24,"internal124","net_migration_effect",20260807,"H1","nonnegative_scale",1.1767800241865
24,"internal124","net_migration_effect",20260807,"H1","p10_neighbor_jaccard",0.111111111111111
24,"internal124","net_migration_effect",20260807,"H1","p95_abs_median_scaled_change",0.372338953416359
24,"internal124","net_migration_effect",20260807,"H1","pearson",0.906657882678609
24,"internal124","net_migration_effect",20260807,"H1","relative_stress",0.161187615077334
24,"internal124","net_migration_effect",20260807,"H1","right_median_distance",0.032898908117936
24,"internal124","net_migration_effect",20260807,"H1","spearman",0.88399297634237
27,"internal124","net_migration_effect",20260808,"H1","left_median_distance",0.0276659342457
27,"internal124","net_migration_effect",20260808,"H1","mean_neighbor_jaccard",0.313514046929357
27,"internal124","net_migration_effect",20260808,"H1","median_abs_median_scaled_change",0.113494927124161
27,"internal124","net_migration_effect",20260808,"H1","median_neighbor_jaccard",0.333333333333333
27,"internal124","net_migration_effect",20260808,"H1","nonnegative_scale",1.17550000958044
27,"internal124","net_migration_effect",20260808,"H1","p10_neighbor_jaccard",0.111111111111111
27,"internal124","net_migration_effect",20260808,"H1","p95_abs_median_scaled_change",0.354393542595185
27,"internal124","net_migration_effect",20260808,"H1","pearson",0.913381962710767
27,"internal124","net_migration_effect",20260808,"H1","relative_stress",0.155472202664593
27,"internal124","net_migration_effect",20260808,"H1","right_median_distance",0.0331469722938972
27,"internal124","net_migration_effect",20260808,"H1","spearman",0.896081048453748
30,"internal124","net_migration_effect",20260809,"H1","left_median_distance",0.0277310665727456
30,"internal124","net_migration_effect",20260809,"H1","mean_neighbor_jaccard",0.307836023486927
30,"internal124","net_migration_effect",20260809,"H1","median_abs_median_scaled_change",0.114182357090744
30,"internal124","net_migration_effect",20260809,"H1","median_neighbor_jaccard",0.333333333333333
30,"internal124","net_migration_effect",20260809,"H1","nonnegative_scale",1.16594338985615
30,"internal124","net_migration_effect",20260809,"H1","p10_neighbor_jaccard",0.111111111111111
30,"internal124","net_migration_effect",20260809,"H1","p95_abs_median_scaled_change",0.394891427612642
30,"internal124","net_migration_effect",20260809,"H1","pearson",0.903451722618002
30,"internal124","net_migration_effect",20260809,"H1","relative_stress",0.166825482144897
30,"internal124","net_migration_effect",20260809,"H1","right_median_distance",0.0329266456147322
30,"internal124","net_migration_effect",20260809,"H1","spearman",0.88371925482145
