"execution_head","comparison_order","dataset_scope","contrast_id","seed","homology_dimension","left_stack","right_stack","left_payload_set_sha256","right_payload_set_sha256","pair_axis_sha256","contract_id","comparison_id","units","unordered_pairs","distance_transform","pearson","spearman","nonnegative_scale","relative_stress","left_median_distance","right_median_distance","median_abs_median_scaled_change","p95_abs_median_scaled_change","neighbor_k","mean_neighbor_jaccard","median_neighbor_jaccard","p10_neighbor_jaccard","interpretation","outcome_label_state","biological_outcomes_computed","clustering_jobs","fusion_jobs","label_jobs","outcome_jobs"
"65774f6c11090bdc7c52d587118daf1bd5683acc",21,"internal124","net_migration_effect",20260806,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500","2e768b927a5e180ca8e23877fdc273649f7fadb7a4f85ab1ebd094a6e4004eb7","467634383e4eb482e1960f24f0d7d8bbd387351166484d21b7d472f25a6ed469","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:net_migration_effect:20260806:H1",124,7626,"sqrt_exact_squared_L2",0.916081956028376,0.898221455149251,1.16690093589866,0.156193494624387,0.0276855106426879,0.0326639282923475,0.112983174456761,0.355235285504352,10,0.315699785638865,0.333333333333333,0.111111111111111,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",22,"internal124","fit_scope_effect",20260807,"H1","existing_selectedfit_data_exact500","allqc_data_exact500","7bae8549067be74526c16bb7848ea42746d4929fb3d3dd996a8ad174c935661c","f5526d5ac40d350de1b7352e358bdb0e1ced83ebd87233b26d0b953daddb8c7f","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:fit_scope_effect:20260807:H1",124,7626,"sqrt_exact_squared_L2",0.996992570605752,0.996485482596973,0.992055957616088,0.0293050511751388,0.0274852257996223,0.0272059447057426,0.021785335246794,0.0664182884320919,10,0.781353055546604,0.818181818181818,0.666666666666667,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",23,"internal124","layer_effect",20260807,"H1","allqc_data_exact500","allqc_residual_exact500","f5526d5ac40d350de1b7352e358bdb0e1ced83ebd87233b26d0b953daddb8c7f","7d57146b972dcd0725e4b2a55236908beefc3f4659258095d93ca0d8d6b9e3db","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:layer_effect:20260807:H1",124,7626,"sqrt_exact_squared_L2",0.903052811413041,0.879213004399276,1.18501757673386,0.164596960245578,0.0272059447057426,0.032898908117936,0.114840724733801,0.383747897645311,10,0.283751727150309,0.25,0.111111111111111,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",24,"internal124","net_migration_effect",20260807,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500","7bae8549067be74526c16bb7848ea42746d4929fb3d3dd996a8ad174c935661c","7d57146b972dcd0725e4b2a55236908beefc3f4659258095d93ca0d8d6b9e3db","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:net_migration_effect:20260807:H1",124,7626,"sqrt_exact_squared_L2",0.906657882678609,0.88399297634237,1.1767800241865,0.161187615077334,0.0274852257996223,0.032898908117936,0.113041512577058,0.372338953416359,10,0.301671383783388,0.333333333333333,0.111111111111111,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",25,"internal124","fit_scope_effect",20260808,"H1","existing_selectedfit_data_exact500","allqc_data_exact500","b4fe5107de9d51f3069be57caf8e966b7e56f8e34500dd079d5764e8981eb9c4","862181513b926efcc4b6f6b574bfcf2901cdde60747f00067ef47d860d862b43","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:fit_scope_effect:20260808:H1",124,7626,"sqrt_exact_squared_L2",0.996129701623962,0.995292791105198,0.990962936325377,0.0332334137890849,0.0276659342457,0.0273054720296919,0.0229163918230398,0.0791764624583815,10,0.743307767501316,0.742424242424242,0.538461538461538,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",26,"internal124","layer_effect",20260808,"H1","allqc_data_exact500","allqc_residual_exact500","862181513b926efcc4b6f6b574bfcf2901cdde60747f00067ef47d860d862b43","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:layer_effect:20260808:H1",124,7626,"sqrt_exact_squared_L2",0.912402151798904,0.894717040035536,1.18542682486121,0.156200426071486,0.0273054720296919,0.0331469722938972,0.114520040171734,0.354850964139586,10,0.305908176014538,0.333333333333333,0.176470588235294,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",27,"internal124","net_migration_effect",20260808,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500","b4fe5107de9d51f3069be57caf8e966b7e56f8e34500dd079d5764e8981eb9c4","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:net_migration_effect:20260808:H1",124,7626,"sqrt_exact_squared_L2",0.913381962710767,0.896081048453748,1.17550000958044,0.155472202664593,0.0276659342457,0.0331469722938972,0.113494927124161,0.354393542595185,10,0.313514046929357,0.333333333333333,0.111111111111111,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",28,"internal124","fit_scope_effect",20260809,"H1","existing_selectedfit_data_exact500","allqc_data_exact500","1a672d34d9ce89052ae82d598650e1000ace69e4a09372ffda1b248aa458c2be","724d1252bf1911cb361aad96629edd7fd1808caf5b34b41a02693576578d6a89","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:fit_scope_effect:20260809:H1",124,7626,"sqrt_exact_squared_L2",0.9971345996821,0.99640156298321,0.989633229546797,0.02917706215199,0.0277310665727456,0.0273588059659983,0.0211808760472602,0.0682933618483466,10,0.80656171785204,0.818181818181818,0.666666666666667,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",29,"internal124","layer_effect",20260809,"H1","allqc_data_exact500","allqc_residual_exact500","724d1252bf1911cb361aad96629edd7fd1808caf5b34b41a02693576578d6a89","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:layer_effect:20260809:H1",124,7626,"sqrt_exact_squared_L2",0.904011344931125,0.883731168271916,1.17774066139308,0.166403444226717,0.0273588059659983,0.0329266456147322,0.113202439973125,0.388208653709157,10,0.310378277165204,0.333333333333333,0.111111111111111,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
"65774f6c11090bdc7c52d587118daf1bd5683acc",30,"internal124","net_migration_effect",20260809,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500","1a672d34d9ce89052ae82d598650e1000ace69e4a09372ffda1b248aa458c2be","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv08zy_distance_comparison_summary_v1","mv08zy:internal124:net_migration_effect:20260809:H1",124,7626,"sqrt_exact_squared_L2",0.903451722618002,0.88371925482145,1.16594338985615,0.166825482144897,0.0277310665727456,0.0329266456147322,0.114182357090744,0.394891427612642,10,0.307836023486927,0.333333333333333,0.111111111111111,"descriptive_no_equivalence_or_biological_claim","closed",FALSE,0,0,0,0
