"contract_id","dataset_scope","contrast_id","seed","metric","h0_value","h1_value","h1_minus_h0","interpretation"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260805,"left_median_distance",1.02735207056916,0.0273525080161923,-0.999999562552968,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260805,"right_median_distance",1.11469655188785,0.0323439749050355,-1.08235257698281,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260805,"median_abs_median_scaled_change",0.151854167551291,0.108490873699651,-0.04336329385164,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260805,"p95_abs_median_scaled_change",0.472904251693934,0.341234522827126,-0.131669728866808,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260805,"mean_neighbor_jaccard",0.400902906308379,0.308093491392702,-0.092809414915677,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260805,"median_neighbor_jaccard",0.428571428571429,0.333333333333333,-0.095238095238096,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260805,"p10_neighbor_jaccard",0.176470588235294,0.111111111111111,-0.065359477124183,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"pearson",0.968317008848816,0.916081956028376,-0.0522350528204399,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"spearman",0.947602585435456,0.898221455149251,-0.0493811302862049,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"nonnegative_scale",1.01323879825547,1.16690093589866,0.15366213764319,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"relative_stress",0.145555960588844,0.156193494624387,0.010637534035543,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"left_median_distance",1.01472840440442,0.0276855106426879,-0.987042893761732,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"right_median_distance",1.12444920472567,0.0326639282923475,-1.09178527643332,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"median_abs_median_scaled_change",0.156988123763673,0.112983174456761,-0.044004949306912,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"p95_abs_median_scaled_change",0.492668470065778,0.355235285504352,-0.137433184561426,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"mean_neighbor_jaccard",0.411947266311593,0.315699785638865,-0.096247480672728,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"median_neighbor_jaccard",0.428571428571429,0.333333333333333,-0.095238095238096,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260806,"p10_neighbor_jaccard",0.176470588235294,0.111111111111111,-0.065359477124183,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"pearson",0.969452868959548,0.906657882678609,-0.0627949862809389,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"spearman",0.946760291029018,0.88399297634237,-0.0627673146866481,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"nonnegative_scale",1.00470384632187,1.1767800241865,0.17207617786463,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"relative_stress",0.142618875130192,0.161187615077334,0.018568739947142,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"left_median_distance",1.0387078636052,0.0274852257996223,-1.01122263780558,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"right_median_distance",1.12236140525223,0.032898908117936,-1.08946249713429,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"median_abs_median_scaled_change",0.157001741375463,0.113041512577058,-0.043960228798405,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"p95_abs_median_scaled_change",0.461452519167213,0.372338953416359,-0.0891135657508541,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"mean_neighbor_jaccard",0.403321865252605,0.301671383783388,-0.101650481469217,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"median_neighbor_jaccard",0.428571428571429,0.333333333333333,-0.095238095238096,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260807,"p10_neighbor_jaccard",0.176470588235294,0.111111111111111,-0.065359477124183,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"pearson",0.969033056982176,0.913381962710767,-0.055651094271409,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"spearman",0.948319091253943,0.896081048453748,-0.052238042800195,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"nonnegative_scale",1.01445288913488,1.17550000958044,0.16104712044556,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"relative_stress",0.143497344917082,0.155472202664593,0.011974857747511,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"left_median_distance",1.04114569111203,0.0276659342457,-1.01347975686633,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"right_median_distance",1.14517234904415,0.0331469722938972,-1.11202537675025,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"median_abs_median_scaled_change",0.155187065166694,0.113494927124161,-0.041692138042533,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"p95_abs_median_scaled_change",0.47191050515644,0.354393542595185,-0.117516962561255,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"mean_neighbor_jaccard",0.418828436923663,0.313514046929357,-0.105314389994306,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"median_neighbor_jaccard",0.428571428571429,0.333333333333333,-0.095238095238096,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260808,"p10_neighbor_jaccard",0.176470588235294,0.111111111111111,-0.065359477124183,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"pearson",0.96967009016846,0.903451722618002,-0.066218367550458,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"spearman",0.948238562294475,0.88371925482145,-0.064519307473025,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"nonnegative_scale",1.01219226029608,1.16594338985615,0.15375112956007,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"relative_stress",0.1416778081989,0.166825482144897,0.025147673945997,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"left_median_distance",1.01349644468529,0.0277310665727456,-0.985765378112544,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"right_median_distance",1.12049883174266,0.0329266456147322,-1.08757218612793,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"median_abs_median_scaled_change",0.154718248999223,0.114182357090744,-0.040535891908479,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"p95_abs_median_scaled_change",0.480185825455952,0.394891427612642,-0.08529439784331,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"mean_neighbor_jaccard",0.414201146124646,0.307836023486927,-0.106365122637719,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"median_neighbor_jaccard",0.428571428571429,0.333333333333333,-0.095238095238096,"paired_descriptive_dimension_difference"
"mv09_dimension_delta_v1","internal124","net_migration_effect",20260809,"p10_neighbor_jaccard",0.198529411764706,0.111111111111111,-0.087418300653595,"paired_descriptive_dimension_difference"
