"execution_head","catalog_order","stack_id","representation_id","panel_id","seed","homology_dimension","payload_set_sha256","pair_axis_sha256","contract_id","method_id","k","mean_silhouette","median_silhouette","minimum_silhouette","negative_silhouette_fraction","minimum_cluster_size","maximum_cluster_size","singleton_clusters","outcome_label_state","biological_outcomes_computed","selected_k"
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",3,0.497457314296854,0.572602563421033,-0.025412444336567,0.0161290322580645,25,52,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",4,0.426341299366809,0.496747202009055,-0.00235677096356334,0.00806451612903226,25,37,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",5,0.37016169646056,0.423899220830854,-0.111434123494901,0.032258064516129,22,30,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",6,0.388035910579422,0.43500207176167,-0.205404017806228,0.032258064516129,7,30,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",7,0.353812675123312,0.385250910032943,-0.205404017806228,0.0483870967741935,7,25,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",8,0.353856743803664,0.390659807554752,-0.205404017806228,0.0725806451612903,4,25,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",9,0.380900721893091,0.432958635003513,-0.205404017806228,0.0564516129032258,4,23,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",29,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H0","9f668f805e9b1f4df2e1dfea3804fb31679ff123f5f18aca345be571dce8b075","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",10,0.335537920937666,0.374312723599515,-0.230191220858383,0.0645161290322581,4,23,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",2,0.349839445847074,0.393724055659558,-0.0475659649783323,0.0161290322580645,46,78,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",3,0.32224087878549,0.35044788046863,-0.140830716103807,0.0161290322580645,31,62,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",4,0.280884925836795,0.311779071806876,-0.0888076255645281,0.0483870967741935,16,57,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",5,0.244152470143284,0.27802347291463,-0.117819625844325,0.0887096774193548,16,32,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",6,0.231276644960038,0.253026024121964,-0.232036308489244,0.0725806451612903,14,28,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",7,0.230980261965091,0.236582769882428,-0.148344946969977,0.0564516129032258,11,28,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",8,0.2007068610041,0.187444348501148,-0.127362801773945,0.0564516129032258,8,22,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",9,0.180290167857406,0.175695934186951,-0.158961424064354,0.0806451612903226,7,22,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",30,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260808,"H1","fc1651904477bf3864fea8845ce879dd9c8fff424aa6f9208514cd2bf2874c55","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",10,0.176515807115718,0.169909079328636,-0.158961424064354,0.0725806451612903,7,21,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",2,0.569247759499144,0.642132615342225,-0.053619214922848,0.00806451612903226,31,93,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",3,0.495965738700888,0.56659137799366,-0.159366068414259,0.0241935483870968,28,52,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",4,0.413009343628468,0.438948872211779,-0.170309079580997,0.032258064516129,25,37,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",5,0.42694139666188,0.452677676590898,-0.0616661431964837,0.032258064516129,7,37,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",6,0.364281165773491,0.407638255203207,-0.099126812286328,0.0645161290322581,7,30,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",7,0.373498599454241,0.400639348488833,-0.099126812286328,0.032258064516129,4,27,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",8,0.355859604391096,0.370372993645237,-0.0955500140911819,0.032258064516129,4,26,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",9,0.332580195271485,0.345851613031139,-0.0955500140911819,0.0483870967741935,4,22,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",31,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H0","1cfdf785c2307f9d6fa15f84917073af8d83082ac6b73b8de055e8afe5a159b4","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",10,0.335680516975732,0.355289696368398,-0.252243315247642,0.0483870967741935,4,21,0,"closed",FALSE,2
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",2,0.33214657629777,0.373988996986093,-0.0540080468143052,0.032258064516129,44,80,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",3,0.328574804569775,0.352706450157461,-0.081703253218522,0.00806451612903226,27,65,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",4,0.285384012653397,0.330440507708815,-0.157429286656803,0.0645161290322581,16,60,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",5,0.22339526424155,0.231618777396749,-0.0654759422845674,0.0483870967741935,16,36,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",6,0.208650897092181,0.226054733219312,-0.0989178831646349,0.0725806451612903,12,30,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",7,0.216528731119162,0.228887417990283,-0.092604165683677,0.0645161290322581,10,30,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",8,0.185755938094837,0.176879882027393,-0.140239954902769,0.0967741935483871,6,30,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",9,0.146661611759813,0.126609704316698,-0.144447070227757,0.153225806451613,6,22,0,"closed",FALSE,3
"06c0dd6c129d8567651081156272cfe972e52c7d",32,"allqc_residual_exact500","sct_pearson_residual_all_qc_fit_selected384","exact500",20260809,"H1","f0e5f26e8056291af5a07172ead9f6a4fb69cbe0ef8cf4555d925088d24c16f2","9fc531b3bcf7c6df277ab2eeab9702346f860b3c1e05aa2f162ce8e5fc76ee35","mv10_partition_quality_v1","pam_dissimilarity_v1",10,0.160194928315471,0.148351327047905,-0.155682831764888,0.161290322580645,6,17,0,"closed",FALSE,3
