"contract_id","group_id","fold_id","held_out_study","seed","method_id","query_sample_id","query_tissue","training_samples","first_same_tissue_sample_id","first_same_tissue_rank","reciprocal_rank","nearest_sample_id","nearest_tissue","one_nn_correct","endpoint_status","labels_opened_after_prediction_lock","upstream_refit","reranked_after_label_open","method_selection_executed","outcomes_computed"
"mv06h_query_method_outcome_v1","mv06f_group_v1:7c19ff1e3d0cc1f6840e8dc812b71fe9aa67efc7dcfe7452f3b7d9e5ee2002d2","large_loso_v1:SRA621638","SRA621638",20260805,"cell_H0","SRA621638_SRS2610283","bone marrow",88,"SRA779509_SRS3805253",2,0.5,"SRA784242_SRS3822680","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:7c19ff1e3d0cc1f6840e8dc812b71fe9aa67efc7dcfe7452f3b7d9e5ee2002d2","large_loso_v1:SRA621638","SRA621638",20260805,"cell_H0","SRA621638_SRS2610285","bone marrow",88,"SRA779509_SRS3805259",1,1,"SRA779509_SRS3805259","bone marrow",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d","large_loso_v1:SRA740174","SRA740174",20260805,"cell_H0","SRA740174_SRS3548780","bone marrow",86,"SRA779509_SRS3805268",8,0.125,"SRA728025_SRS3454422","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d","large_loso_v1:SRA740174","SRA740174",20260805,"cell_H0","SRA740174_SRS3548781","bone marrow",86,"SRA779509_SRS3805251",9,0.111111111111111,"SRA826293_SRS4181129","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d","large_loso_v1:SRA740174","SRA740174",20260805,"cell_H0","SRA740174_SRS3548782","bone marrow",86,"SRA779509_SRS3805251",8,0.125,"SRA826293_SRS4181127","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:67858282214382f3e8fecbe28b794feda7d00799e52ae46575d632bd59d1a89d","large_loso_v1:SRA740174","SRA740174",20260805,"cell_H0","SRA740174_SRS3548783","bone marrow",86,"SRA779509_SRS3805251",15,0.0666666666666667,"SRA760933_SRS3693061","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805245","bone marrow",65,"SRA621638_SRS2610283",5,0.2,"SRA826293_SRS4181129","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805246","bone marrow",65,"SRA621638_SRS2610285",21,0.0476190476190476,"SRA826293_SRS4181123","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805247","bone marrow",65,"SRA621638_SRS2610285",26,0.0384615384615385,"SRA550660_SRS2089637","pbmc",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805248","bone marrow",65,"SRA621638_SRS2610285",25,0.04,"SRA550660_SRS2089637","pbmc",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805249","bone marrow",65,"SRA621638_SRS2610285",25,0.04,"SRA826293_SRS4181126","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805250","bone marrow",65,"SRA621638_SRS2610285",25,0.04,"SRA826293_SRS4181126","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805251","bone marrow",65,"SRA740174_SRS3548782",6,0.166666666666667,"SRA645804_SRS2823406","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805252","bone marrow",65,"SRA621638_SRS2610285",4,0.25,"SRA716608_SRS3391629","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805253","bone marrow",65,"SRA621638_SRS2610283",11,0.0909090909090909,"SRA716608_SRS3391629","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805254","bone marrow",65,"SRA621638_SRS2610283",9,0.111111111111111,"SRA667709_SRS3065431","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805255","bone marrow",65,"SRA621638_SRS2610285",11,0.0909090909090909,"SRA784242_SRS3822682","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805256","bone marrow",65,"SRA621638_SRS2610283",8,0.125,"SRA703206_SRS3296611","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805257","bone marrow",65,"SRA621638_SRS2610283",10,0.1,"SRA703206_SRS3296611","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805258","bone marrow",65,"SRA621638_SRS2610285",10,0.1,"SRA826293_SRS4181124","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805259","bone marrow",65,"SRA621638_SRS2610285",4,0.25,"SRA784242_SRS3822682","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805260","bone marrow",65,"SRA621638_SRS2610285",21,0.0476190476190476,"SRA826293_SRS4181123","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805261","bone marrow",65,"SRA621638_SRS2610285",18,0.0555555555555556,"SRA716608_SRS3391633","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805262","bone marrow",65,"SRA740174_SRS3548782",9,0.111111111111111,"SRA667709_SRS3065428","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805263","bone marrow",65,"SRA621638_SRS2610285",11,0.0909090909090909,"SRA826293_SRS4181124","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805264","bone marrow",65,"SRA621638_SRS2610285",17,0.0588235294117647,"SRA826293_SRS4181123","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805265","bone marrow",65,"SRA621638_SRS2610285",22,0.0454545454545455,"SRA826293_SRS4181126","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805266","bone marrow",65,"SRA621638_SRS2610283",5,0.2,"SRA784242_SRS3822680","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805267","bone marrow",65,"SRA621638_SRS2610285",22,0.0454545454545455,"SRA826293_SRS4181123","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805268","bone marrow",65,"SRA621638_SRS2610283",8,0.125,"SRA826293_SRS4181127","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:1fdd87ee5e65ad31c7f286b5b15dc9e13314d98d6ca81e353781a52bde5bbac7","large_loso_v1:SRA779509","SRA779509",20260805,"cell_H0","SRA779509_SRS3805269","bone marrow",65,"SRA621638_SRS2610285",10,0.1,"SRA826293_SRS4181124","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a","large_loso_v1:SRA703206","SRA703206",20260805,"cell_H0","SRA703206_SRS3296611","colon",86,"SRA728025_SRS3454430",42,0.0238095238095238,"SRA645804_SRS2823404","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a","large_loso_v1:SRA703206","SRA703206",20260805,"cell_H0","SRA703206_SRS3296612","colon",86,"SRA728025_SRS3454430",11,0.0909090909090909,"SRA826293_SRS4181127","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a","large_loso_v1:SRA703206","SRA703206",20260805,"cell_H0","SRA703206_SRS3296613","colon",86,"SRA728025_SRS3454426",2,0.5,"SRA716608_SRS3391632","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:08aeeee1d79b188b7a96f0c88bc767f2822336c2522b90bf8ac3d4d0afa42f7a","large_loso_v1:SRA703206","SRA703206",20260805,"cell_H0","SRA703206_SRS3296614","colon",86,"SRA728025_SRS3454426",1,1,"SRA728025_SRS3454426","colon",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454421","colon",81,"SRA703206_SRS3296612",8,0.125,"SRA740174_SRS3548780","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454422","colon",81,"SRA703206_SRS3296612",3,0.333333333333333,"SRA826293_SRS4181130","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454423","colon",81,"SRA703206_SRS3296612",3,0.333333333333333,"SRA740174_SRS3548782","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454424","colon",81,"SRA703206_SRS3296613",2,0.5,"SRA716608_SRS3391632","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454425","colon",81,"SRA703206_SRS3296612",4,0.25,"SRA760933_SRS3693061","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454426","colon",81,"SRA703206_SRS3296612",4,0.25,"SRA740174_SRS3548782","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454427","colon",81,"SRA703206_SRS3296612",2,0.5,"SRA740174_SRS3548782","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454428","colon",81,"SRA703206_SRS3296612",5,0.2,"SRA740174_SRS3548780","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:202da4b3725f8981b02bd1b53a07055ab079a4f3995ae4e5cb4fb7f60dacc4b0","large_loso_v1:SRA728025","SRA728025",20260805,"cell_H0","SRA728025_SRS3454430","colon",81,"SRA703206_SRS3296612",5,0.2,"SRA826293_SRS4181127","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608","SRA716608",20260805,"cell_H0","SRA716608_SRS3391629","liver",85,"SRA760933_SRS3693061",70,0.0142857142857143,"SRA826293_SRS4181124","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608","SRA716608",20260805,"cell_H0","SRA716608_SRS3391630","liver",85,"SRA760933_SRS3693061",62,0.0161290322580645,"SRA779509_SRS3805252","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608","SRA716608",20260805,"cell_H0","SRA716608_SRS3391631","liver",85,"SRA760933_SRS3693061",71,0.0140845070422535,"SRA779509_SRS3805247","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608","SRA716608",20260805,"cell_H0","SRA716608_SRS3391632","liver",85,"SRA760933_SRS3693061",13,0.0769230769230769,"SRA703206_SRS3296613","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:d304d55fbbeecada17b0184224dbc522eb17057a70285626d680398bca6c7311","large_loso_v1:SRA716608","SRA716608",20260805,"cell_H0","SRA716608_SRS3391633","liver",85,"SRA760933_SRS3693061",71,0.0140845070422535,"SRA826293_SRS4181123","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:c793b7010ab87434b5072064211deddcde07c9be1b7a80fd93c1e9015b866f02","large_loso_v1:SRA760933","SRA760933",20260805,"cell_H0","SRA760933_SRS3693061","liver",89,"SRA716608_SRS3391630",37,0.027027027027027,"SRA826293_SRS4181128","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660","SRA550660",20260805,"cell_H0","SRA550660_SRS2089635","pbmc",85,"SRA749327_SRS3693913",1,1,"SRA749327_SRS3693913","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660","SRA550660",20260805,"cell_H0","SRA550660_SRS2089636","pbmc",85,"SRA749327_SRS3693912",1,1,"SRA749327_SRS3693912","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660","SRA550660",20260805,"cell_H0","SRA550660_SRS2089637","pbmc",85,"SRA749327_SRS3693913",1,1,"SRA749327_SRS3693913","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660","SRA550660",20260805,"cell_H0","SRA550660_SRS2089638","pbmc",85,"SRA749327_SRS3693913",1,1,"SRA749327_SRS3693913","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:4a29e4b73f9837e3269f46e4075ba7ff92d136a44fb18445e29ea5b5f700bfa2","large_loso_v1:SRA550660","SRA550660",20260805,"cell_H0","SRA550660_SRS2089639","pbmc",85,"SRA749327_SRS3693913",1,1,"SRA749327_SRS3693913","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:21f527973cb03b4cf648798023bdf209b74e75c8e2f9c8b07f7591fec4e2ed05","large_loso_v1:SRA628554","SRA628554",20260805,"cell_H0","SRA628554_SRS2664364","pbmc",88,"SRA749327_SRS3693913",2,0.5,"SRA826293_SRS4181125","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:21f527973cb03b4cf648798023bdf209b74e75c8e2f9c8b07f7591fec4e2ed05","large_loso_v1:SRA628554","SRA628554",20260805,"cell_H0","SRA628554_SRS2664365","pbmc",88,"SRA749327_SRS3693912",1,1,"SRA749327_SRS3693912","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:40c94c4ae479a65d2ecc5fd5a87eebfce74dfc028dcb55b30b9e1fd409a01566","large_loso_v1:SRA713577","SRA713577",20260805,"cell_H0","SRA713577_SRS3363004","pbmc",89,"SRA749327_SRS3693911",2,0.5,"SRA784242_SRS3822682","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d","large_loso_v1:SRA749327","SRA749327",20260805,"cell_H0","SRA749327_SRS3693910","pbmc",86,"SRA550660_SRS2089638",6,0.166666666666667,"SRA826293_SRS4181126","testis",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d","large_loso_v1:SRA749327","SRA749327",20260805,"cell_H0","SRA749327_SRS3693911","pbmc",86,"SRA713577_SRS3363004",1,1,"SRA713577_SRS3363004","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d","large_loso_v1:SRA749327","SRA749327",20260805,"cell_H0","SRA749327_SRS3693912","pbmc",86,"SRA550660_SRS2089636",1,1,"SRA550660_SRS2089636","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:6890cbf2d67487dad1516f5ef4d3e8620e6da73cfdb37bbad27e7fa0f7f2b64d","large_loso_v1:SRA749327","SRA749327",20260805,"cell_H0","SRA749327_SRS3693913","pbmc",86,"SRA550660_SRS2089639",1,1,"SRA550660_SRS2089639","pbmc",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823404","testis",80,"SRA826293_SRS4181127",2,0.5,"SRA703206_SRS3296611","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823405","testis",80,"SRA826293_SRS4181127",2,0.5,"SRA703206_SRS3296611","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823406","testis",80,"SRA826293_SRS4181127",3,0.333333333333333,"SRA703206_SRS3296611","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823407","testis",80,"SRA826293_SRS4181123",12,0.0833333333333333,"SRA716608_SRS3391631","liver",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823408","testis",80,"SRA826293_SRS4181128",9,0.111111111111111,"SRA728025_SRS3454421","colon",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823409","testis",80,"SRA667709_SRS3065429",1,1,"SRA667709_SRS3065429","testis",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823410","testis",80,"SRA667709_SRS3065429",1,1,"SRA667709_SRS3065429","testis",TRUE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
"mv06h_query_method_outcome_v1","mv06f_group_v1:2519b46581f7f2c91691fbe8e7b5d3dee98d00bdf38dace46a96d025dd694b26","large_loso_v1:SRA645804","SRA645804",20260805,"cell_H0","SRA645804_SRS2823411","testis",80,"SRA667709_SRS3065430",8,0.125,"SRA779509_SRS3805246","bone marrow",FALSE,"estimable",TRUE,FALSE,FALSE,FALSE,TRUE
