"contract_id","stratum_id","weight_id","gene_weight","cell_weight","first_sample_id","second_sample_id","distance"
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA701877_SRS3279688","SRA779509_SRS3805254",0.913517269376771
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA701877_SRS3279688","SRA850958_SRS4386111",1.84615139565486
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA716608_SRS3391629","SRA728025_SRS3454425",1.20668587434927
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA716608_SRS3391629","SRA742961_SRS3565197",0.933955797725796
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA716608_SRS3391629","SRA742961_SRS3565203",0.870590126186169
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA716608_SRS3391629","SRA749327_SRS3693910",0.721629697232925
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA716608_SRS3391629","SRA779509_SRS3805254",0.883147376807817
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA716608_SRS3391629","SRA850958_SRS4386111",1.25745335473727
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA728025_SRS3454425","SRA742961_SRS3565197",0.924409619744757
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA728025_SRS3454425","SRA742961_SRS3565203",1.19341929676149
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA728025_SRS3454425","SRA749327_SRS3693910",1.06142964167809
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA728025_SRS3454425","SRA779509_SRS3805254",0.907058644565702
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA728025_SRS3454425","SRA850958_SRS4386111",1.87669603638675
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA742961_SRS3565197","SRA742961_SRS3565203",0.691063121403799
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA742961_SRS3565197","SRA749327_SRS3693910",0.567269104123854
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA742961_SRS3565197","SRA779509_SRS3805254",0.520573193999576
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA742961_SRS3565197","SRA850958_SRS4386111",1.58207754589675
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA742961_SRS3565203","SRA749327_SRS3693910",0.505887434773017
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA742961_SRS3565203","SRA779509_SRS3805254",0.72092029831431
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA742961_SRS3565203","SRA850958_SRS4386111",1.3644552783796
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA749327_SRS3693910","SRA779509_SRS3805254",0.589176000175942
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA749327_SRS3693910","SRA850958_SRS4386111",1.36132851315438
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_050",0.5,0.5,"SRA779509_SRS3805254","SRA850958_SRS4386111",1.61892485677685
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA701877_SRS3279684",0.977370235695026
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA701877_SRS3279688",1.22577588374722
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA716608_SRS3391629",1.84518180961492
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA728025_SRS3454425",1.08248776855822
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA742961_SRS3565197",1.57712955342432
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA742961_SRS3565203",1.85749316152537
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA749327_SRS3693910",1.72099086081866
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA779509_SRS3805254",1.51777692051715
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA645804_SRS2823407","SRA850958_SRS4386111",2.24321188347823
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA701877_SRS3279688",0.515379495085327
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA716608_SRS3391629",1.41297617186896
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA728025_SRS3454425",0.648270252704278
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA742961_SRS3565197",1.06636554319288
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA742961_SRS3565203",1.49464560864134
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA749327_SRS3693910",1.30323231939694
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA779509_SRS3805254",1.0821378940887
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279684","SRA850958_SRS4386111",1.75922948123047
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279688","SRA716608_SRS3391629",1.2381732428267
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279688","SRA728025_SRS3454425",0.647748966489099
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279688","SRA742961_SRS3565197",0.914501804726371
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279688","SRA742961_SRS3565203",1.32993256437127
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279688","SRA749327_SRS3693910",1.12794103177266
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279688","SRA779509_SRS3805254",0.892989513151233
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA701877_SRS3279688","SRA850958_SRS4386111",1.58959131700675
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA716608_SRS3391629","SRA728025_SRS3454425",1.14158368182513
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA716608_SRS3391629","SRA742961_SRS3565197",0.684541511935087
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA716608_SRS3391629","SRA742961_SRS3565203",0.66554977127187
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA716608_SRS3391629","SRA749327_SRS3693910",0.492667669097164
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA716608_SRS3391629","SRA779509_SRS3805254",0.694451925053365
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA716608_SRS3391629","SRA850958_SRS4386111",0.815386177910839
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA728025_SRS3454425","SRA742961_SRS3565197",0.942316601828988
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA728025_SRS3454425","SRA742961_SRS3565203",1.28664466816214
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA728025_SRS3454425","SRA749327_SRS3693910",1.09034641723718
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA728025_SRS3454425","SRA779509_SRS3805254",0.896342045769936
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA728025_SRS3454425","SRA850958_SRS4386111",1.57234700364513
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA742961_SRS3565197","SRA742961_SRS3565203",0.702935154432839
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA742961_SRS3565197","SRA749327_SRS3693910",0.498073057143137
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA742961_SRS3565197","SRA779509_SRS3805254",0.495449927534577
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA742961_SRS3565197","SRA850958_SRS4386111",1.09249252541321
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA742961_SRS3565203","SRA749327_SRS3693910",0.457589818355654
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA742961_SRS3565203","SRA779509_SRS3805254",0.758392406628429
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA742961_SRS3565203","SRA850958_SRS4386111",0.78975045054574
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA749327_SRS3693910","SRA779509_SRS3805254",0.573204137886609
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA749327_SRS3693910","SRA850958_SRS4386111",0.846013988798758
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_075",0.75,0.25,"SRA779509_SRS3805254","SRA850958_SRS4386111",1.15336786301424
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA701877_SRS3279684",0.998380616820244
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA701877_SRS3279688",1.31298016987634
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA716608_SRS3391629",1.94944753890038
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA728025_SRS3454425",1.12865574874197
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA742961_SRS3565197",1.87011661069332
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA742961_SRS3565203",2.19379635358387
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA749327_SRS3693910",1.97900129321129
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA779509_SRS3805254",1.81173980694638
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA645804_SRS2823407","SRA850958_SRS4386111",2.09808921121358
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA701877_SRS3279688",0.450529206010542
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA716608_SRS3391629",1.34273002414368
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA728025_SRS3454425",0.599751639920566
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA742961_SRS3565197",1.11655524005768
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA742961_SRS3565203",1.62822900562271
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA749327_SRS3693910",1.34233727344743
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA779509_SRS3805254",1.1142685683337
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279684","SRA850958_SRS4386111",1.51637852420224
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279688","SRA716608_SRS3391629",1.1724123714876
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279688","SRA728025_SRS3454425",0.60445553436524
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279688","SRA742961_SRS3565197",0.909729590833727
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279688","SRA742961_SRS3565203",1.4524211780733
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279688","SRA749327_SRS3693910",1.16151228483091
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279688","SRA779509_SRS3805254",0.872461756925694
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA701877_SRS3279688","SRA850958_SRS4386111",1.33303123835865
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA716608_SRS3391629","SRA728025_SRS3454425",1.07648148930098
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA716608_SRS3391629","SRA742961_SRS3565197",0.435127226144379
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA716608_SRS3391629","SRA742961_SRS3565203",0.460509416357571
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA716608_SRS3391629","SRA749327_SRS3693910",0.263705640961404
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA716608_SRS3391629","SRA779509_SRS3805254",0.505756473298913
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA716608_SRS3391629","SRA850958_SRS4386111",0.373319001084409
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA728025_SRS3454425","SRA742961_SRS3565197",0.960223583913219
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA728025_SRS3454425","SRA742961_SRS3565203",1.37987003956279
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA728025_SRS3454425","SRA749327_SRS3693910",1.11926319279627
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA728025_SRS3454425","SRA779509_SRS3805254",0.885625446974171
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA728025_SRS3454425","SRA850958_SRS4386111",1.26799797090351
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA742961_SRS3565197","SRA742961_SRS3565203",0.71480718746188
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA742961_SRS3565197","SRA749327_SRS3693910",0.428877010162421
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA742961_SRS3565197","SRA779509_SRS3805254",0.470326661069577
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA742961_SRS3565197","SRA850958_SRS4386111",0.602907504929677
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA742961_SRS3565203","SRA749327_SRS3693910",0.409292201938292
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA742961_SRS3565203","SRA779509_SRS3805254",0.795864514942548
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA742961_SRS3565203","SRA850958_SRS4386111",0.215045622711877
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA749327_SRS3693910","SRA779509_SRS3805254",0.557232275597276
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA749327_SRS3693910","SRA850958_SRS4386111",0.330699464443136
"mv06a_label_closed_fusion_feasibility_v1","large__sct_whole","gene_weight_100",1,0,"SRA779509_SRS3805254","SRA850958_SRS4386111",0.687810869251636
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA701877_SRS3279684",0.849023725828796
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA701877_SRS3279688",0.608908394251303
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA716608_SRS3391629",0.748827314660911
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA728025_SRS3454425",1.4606966491744
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA742961_SRS3565197",1.1259266422653
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA742961_SRS3565203",1.12882852351732
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA749327_SRS3693910",0.796453965458534
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA779509_SRS3805254",0.834586271817044
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA645804_SRS2823407","SRA850958_SRS4386111",0.844867666149303
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA701877_SRS3279688",1.0481017216176
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA716608_SRS3391629",1.02061028355222
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA728025_SRS3454425",1.06358434387569
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA742961_SRS3565197",1.29308018234915
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA742961_SRS3565203",1.20184090663025
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA749327_SRS3693910",1.19286967604607
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA779509_SRS3805254",1.11963713247084
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279684","SRA850958_SRS4386111",1.14682153374846
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279688","SRA716608_SRS3391629",0.72688021271711
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279688","SRA728025_SRS3454425",1.59683681656781
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279688","SRA742961_SRS3565197",0.895348576551197
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279688","SRA742961_SRS3565203",1.00051146721242
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279688","SRA749327_SRS3693910",0.504075160263261
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279688","SRA779509_SRS3805254",0.608239515959081
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA701877_SRS3279688","SRA850958_SRS4386111",0.520700399323079
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA716608_SRS3391629","SRA728025_SRS3454425",1.56572580065266
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA716608_SRS3391629","SRA742961_SRS3565197",1.2678247968665
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA716608_SRS3391629","SRA742961_SRS3565203",1.31641794538713
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA716608_SRS3391629","SRA749327_SRS3693910",0.842755070523399
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA716608_SRS3391629","SRA779509_SRS3805254",0.684435644493241
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA716608_SRS3391629","SRA850958_SRS4386111",0.952004978651525
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA728025_SRS3454425","SRA742961_SRS3565197",1.73235091766895
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA728025_SRS3454425","SRA742961_SRS3565203",1.67750324925938
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA728025_SRS3454425","SRA749327_SRS3693910",1.72257184541827
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA728025_SRS3454425","SRA779509_SRS3805254",1.61194970855439
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA728025_SRS3454425","SRA850958_SRS4386111",1.63606415733554
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA742961_SRS3565197","SRA742961_SRS3565203",0.786731025568176
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA742961_SRS3565197","SRA749327_SRS3693910",0.795887047166853
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA742961_SRS3565197","SRA779509_SRS3805254",0.95835712682319
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA742961_SRS3565197","SRA850958_SRS4386111",0.643538267992122
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA742961_SRS3565203","SRA749327_SRS3693910",1.03926903007335
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA742961_SRS3565203","SRA779509_SRS3805254",1.12764705300955
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA742961_SRS3565203","SRA850958_SRS4386111",0.917147571404853
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA749327_SRS3693910","SRA779509_SRS3805254",0.690939567049904
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA749327_SRS3693910","SRA850958_SRS4386111",0.452232524036751
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_000",0,1,"SRA779509_SRS3805254","SRA850958_SRS4386111",0.64330103580947
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA701877_SRS3279684",1.09495985036965
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA701877_SRS3279688",0.776429582545149
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA716608_SRS3391629",0.813261513852812
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA728025_SRS3454425",1.54504727729028
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA742961_SRS3565197",1.25442537832266
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA742961_SRS3565203",1.41603043156141
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA749327_SRS3693910",1.00889847669514
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA779509_SRS3805254",0.998359302937068
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA645804_SRS2823407","SRA850958_SRS4386111",1.08988545991314
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA701877_SRS3279684","SRA701877_SRS3279688",0.992412726656704
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA701877_SRS3279684","SRA716608_SRS3391629",1.32456941207857
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA701877_SRS3279684","SRA728025_SRS3454425",0.882839459197612
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA701877_SRS3279684","SRA742961_SRS3565197",1.09864304591208
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA701877_SRS3279684","SRA742961_SRS3565203",1.13263727138533
"mv06a_label_closed_fusion_feasibility_v1","large__seurat_integration","gene_weight_025",0.25,0.75,"SRA701877_SRS3279684","SRA749327_SRS3693910",1.00938143766416
