"method_id","endpoint_id","deleted_study","estimate","change_from_full"
"gene_H1","one_nn_balanced_accuracy","SRA716608",0.20479735318445,0
"gene_H1","one_nn_balanced_accuracy","SRA728025",0.201720430107527,-0.00307692307692309
"gene_H1","one_nn_balanced_accuracy","SRA740174",0.207521367521368,0.00272401433691755
"gene_H1","one_nn_balanced_accuracy","SRA749327",0.231464019851117,0.0266666666666666
"gene_H1","one_nn_balanced_accuracy","SRA760933",0.20479735318445,0
"gene_H1","one_nn_balanced_accuracy","SRA779509",0.223076923076923,0.0182795698924731
"gene_H1","one_nn_balanced_accuracy","SRA784242",0.213130686517783,0.00833333333333333
"gene_H1","one_nn_balanced_accuracy","SRA826293",0.21679735318445,0.012
"cell_composite","mean_reciprocal_rank","SRA550660",0.385851963308574,-0.0206349206349206
"cell_composite","mean_reciprocal_rank","SRA621638",0.400140856098896,-0.00634602784459881
"cell_composite","mean_reciprocal_rank","SRA628554",0.410709106165717,0.00422222222222224
"cell_composite","mean_reciprocal_rank","SRA645804",0.398607987081515,-0.00787889686197957
"cell_composite","mean_reciprocal_rank","SRA667709",0.399718601701699,-0.00676828224179554
"cell_composite","mean_reciprocal_rank","SRA703206",0.390570556570868,-0.0159163273726265
"cell_composite","mean_reciprocal_rank","SRA713577",0.410527287983899,0.00404040404040407
"cell_composite","mean_reciprocal_rank","SRA716608",0.408930850083973,0.0024439661404787
"cell_composite","mean_reciprocal_rank","SRA728025",0.442298620531904,0.0358117365884096
"cell_composite","mean_reciprocal_rank","SRA740174",0.409492780222843,0.00300589627934789
"cell_composite","mean_reciprocal_rank","SRA749327",0.413709106165717,0.00722222222222224
"cell_composite","mean_reciprocal_rank","SRA760933",0.405998090715399,-0.000488793228095752
"cell_composite","mean_reciprocal_rank","SRA779509",0.42363281860199,0.0171459346584956
"cell_composite","mean_reciprocal_rank","SRA784242",0.408656267017953,0.0021693830744583
"cell_composite","mean_reciprocal_rank","SRA826293",0.418419741895902,0.0119328579524068
"cell_composite","one_nn_balanced_accuracy","SRA550660",0.270428925912797,-0.0333333333333333
"cell_composite","one_nn_balanced_accuracy","SRA621638",0.297933560692181,-0.0058286985539488
"cell_composite","one_nn_balanced_accuracy","SRA628554",0.314428925912797,0.0106666666666667
"cell_composite","one_nn_balanced_accuracy","SRA645804",0.2936035290874,-0.0101587301587301
"cell_composite","one_nn_balanced_accuracy","SRA667709",0.296229791713663,-0.0075324675324675
"cell_composite","one_nn_balanced_accuracy","SRA703206",0.281198156682028,-0.0225641025641025
"cell_composite","one_nn_balanced_accuracy","SRA713577",0.310428925912797,0.00666666666666671
"cell_composite","one_nn_balanced_accuracy","SRA716608",0.30376225924613,0
"cell_composite","one_nn_balanced_accuracy","SRA728025",0.354531490015361,0.0507692307692308
"cell_composite","one_nn_balanced_accuracy","SRA740174",0.306056166056166,0.00229390681003588
"cell_composite","one_nn_balanced_accuracy","SRA749327",0.310428925912797,0.00666666666666671
"cell_composite","one_nn_balanced_accuracy","SRA760933",0.30376225924613,0
"cell_composite","one_nn_balanced_accuracy","SRA779509",0.321611721611722,0.0178494623655914
"cell_composite","one_nn_balanced_accuracy","SRA784242",0.308047973531845,0.00428571428571434
"cell_composite","one_nn_balanced_accuracy","SRA826293",0.316047973531844,0.0122857142857143
"gene_composite","mean_reciprocal_rank","SRA550660",0.358384653598338,-0.0110449735449736
"gene_composite","mean_reciprocal_rank","SRA621638",0.366512970897966,-0.00291665624534498
"gene_composite","mean_reciprocal_rank","SRA628554",0.363670367884052,-0.0057592592592593
"gene_composite","mean_reciprocal_rank","SRA645804",0.343664076180483,-0.0257655509628281
"gene_composite","mean_reciprocal_rank","SRA667709",0.359819686695349,-0.00960994044796204
"gene_composite","mean_reciprocal_rank","SRA703206",0.370423626155849,0.000993999012537272
"gene_composite","mean_reciprocal_rank","SRA713577",0.368629963843648,-0.0007996632996633
"gene_composite","mean_reciprocal_rank","SRA716608",0.438960618703012,0.0695309915597006
"gene_composite","mean_reciprocal_rank","SRA728025",0.367193129365102,-0.00223649777820889
"gene_composite","mean_reciprocal_rank","SRA740174",0.36106545199899,-0.00836417514432131
"gene_composite","mean_reciprocal_rank","SRA749327",0.387392590106274,0.017962962962963
"gene_composite","mean_reciprocal_rank","SRA760933",0.355523428831371,-0.0139061983119401
"gene_composite","mean_reciprocal_rank","SRA779509",0.421165587145258,0.0517359600019464
"gene_composite","mean_reciprocal_rank","SRA784242",0.375949784526344,0.00652015738303308
"gene_composite","mean_reciprocal_rank","SRA826293",0.395365368642975,0.0259357414996638
"gene_composite","one_nn_balanced_accuracy","SRA550660",0.246482334869432,-0.0161904761904762
"gene_composite","one_nn_balanced_accuracy","SRA621638",0.260492610837438,-0.0021802002224694
"gene_composite","one_nn_balanced_accuracy","SRA628554",0.253339477726575,-0.00933333333333336
"gene_composite","one_nn_balanced_accuracy","SRA645804",0.228387096774194,-0.0342857142857143
"gene_composite","one_nn_balanced_accuracy","SRA667709",0.255659824046921,-0.00701298701298703
"gene_composite","one_nn_balanced_accuracy","SRA703206",0.262672811059908,0
"gene_composite","one_nn_balanced_accuracy","SRA713577",0.262066750453847,-0.00060606060606061
"gene_composite","one_nn_balanced_accuracy","SRA716608",0.296006144393241,0.0333333333333333
"gene_composite","one_nn_balanced_accuracy","SRA728025",0.262672811059908,0
"gene_composite","one_nn_balanced_accuracy","SRA740174",0.253544973544974,-0.00912783751493429
"gene_composite","one_nn_balanced_accuracy","SRA749327",0.289339477726575,0.0266666666666667
"gene_composite","one_nn_balanced_accuracy","SRA760933",0.256006144393241,-0.00666666666666665
"gene_composite","one_nn_balanced_accuracy","SRA779509",0.314285714285714,0.0516129032258064
"gene_composite","one_nn_balanced_accuracy","SRA784242",0.271720430107527,0.00904761904761903
"gene_composite","one_nn_balanced_accuracy","SRA826293",0.290387096774194,0.0277142857142857
