"contract_id","panel_sha256","panel_order","feature_id","gene","category","median_variance_rank","minimum_variance","finite_cache_count","positive_cache_count","selected_all_cache_core"
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",302,"ARPC5-ENSG00000162704.15","ARPC5","retained_candidate",457.5,0.0692928148138979,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",303,"DAD1-ENSG00000129562.10","DAD1","retained_candidate",457.5,0.0861225106320177,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",304,"LAMTOR5-ENSG00000134248.13","LAMTOR5","retained_candidate",458.5,0.0717792990433626,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",305,"KMT2E-ENSG00000005483.20","KMT2E","retained_candidate",459,0.0435824236964495,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",306,"HNRNPA3-ENSG00000170144.20","HNRNPA3","retained_candidate",461,0.0693466210138461,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",307,"ERP29-ENSG00000089248.6","ERP29","retained_candidate",462.5,0.050792016566037,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",308,"CCNL1-ENSG00000163660.11","CCNL1","retained_candidate",463,0.0293194204193582,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",309,"RHOC-ENSG00000155366.16","RHOC","retained_candidate",463,0.0140753057942886,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",310,"RABAC1-ENSG00000105404.10","RABAC1","retained_candidate",464,0.0831283220931599,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",311,"SMDT1-ENSG00000183172.8","SMDT1","retained_candidate",464,0.0406405686433726,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",312,"HMGN3-ENSG00000118418.14","HMGN3","retained_candidate",469.5,0.037525718418036,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",313,"TBCA-ENSG00000171530.13","TBCA","retained_candidate",469.5,0.0614821168041022,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",314,"LRRFIP1-ENSG00000124831.18","LRRFIP1","retained_candidate",471,0.0098264976736969,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",315,"YWHAQ-ENSG00000134308.13","YWHAQ","retained_candidate",472,0.0561518491405112,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",316,"GABARAPL2-ENSG00000034713.7","GABARAPL2","retained_candidate",472.5,0.0660281225611319,620,620,TRUE
"mv07fp_global_core_panel_v1","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",317,"AC096919.1-ENSG00000226360.5","AC096919.1","retained_candidate",473.5,0.00862105297901799,620,620,TRUE
