"contract_id","source_id","artifact_locator","sha256","bytes","accepted_head","private_source"
"mv07h_fallback_source_freeze_v1","gate_mv07h-full-engine-equivalence.csv","docs/audits/mv07h-gene-h1-resource-gate-evidence/mv07h-full-engine-equivalence.csv","3c6c09bdd03c571b5b125ca52e357bf9ceab730b7db24abe71122c24aacdc6a4",355,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","gate_mv07h-gudhi-feasibility.csv","docs/audits/mv07h-gene-h1-resource-gate-evidence/mv07h-gudhi-feasibility.csv","41a10d613ea58daaee47225c492d91590172e567a6fcc57f8550054ef8325172",505,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","gate_mv07h-resource-gate.csv","docs/audits/mv07h-gene-h1-resource-gate-evidence/mv07h-resource-gate.csv","73a5b65478560ea5627f3d522391cf4d553c071049ff2d3d22f87e7b33c318b9",1032,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_mv07h_full_topology.R","R/mv07h_full_topology.R","3bc82fed62535aa941e907f6865da0b1ce192a5b6bea707a9f1529baafbe62c2",21293,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_run_mv07h_ph_fallback_entry.R","scripts/run_mv07h_ph_fallback_entry.R","080f260d5214354c49b9d89042c531af1790c8af5d9d744a7c0b298ac09502c3",1770,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_run_mv07h_full_ph.R","scripts/run_mv07h_full_ph.R","5b06cb6b2d49418caad872c9d3871ce0e09f1489d3cc91e37577ee7ca8c3a9ed",21328,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_validate_mv07h_full_ph.R","scripts/validate_mv07h_full_ph.R","23fe9f9f98f49ec290c44c5c7bd2219eddd5ea6f0a4ce8355ce275b3c6f6205f",12634,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_build_mv07h_fallback_prefreeze.R","scripts/build_mv07h_fallback_prefreeze.R","af3435d87fb633182210ca606265bad2f9c5d22f5a5025f39bb5dece538f8904",11392,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_validate_mv07h_fallback_prefreeze.R","scripts/validate_mv07h_fallback_prefreeze.R","3d0190834410f8e67d9689a1a98af01de08f0fac5f493ec0eb4e39ab820d4898",5446,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_validate_mv07h_prefreeze_repeat.R","scripts/validate_mv07h_prefreeze_repeat.R","04c44a7c7c99ebe78a88694d4b372f7ca9b87894d446c5b2570dbb92640f1446",1637,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_test-mv07h-full-topology.R","tests/testthat/test-mv07h-full-topology.R","1b0c7cbad385e8981f85a045c62f3ef0131ed2d407b756cce414a24977121681",7288,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
"mv07h_fallback_source_freeze_v1","implementation_MV07H_EXACT_PH_RESOURCE_FALLBACK_PREFREEZE_V1.md","docs/specifications/MV07H_EXACT_PH_RESOURCE_FALLBACK_PREFREEZE_V1.md","53f9e9b74c293aedd33d7dd83566723da4722701f42c65c0285e190e69519d5b",3332,"936acf4bd2e3aa3a2268c2dbeb8e2559e85302e0",FALSE
