"contract_id","queue_order","stage","stage_order","sample_id","seed","expected_post_qc_cells","selected_cells","queue_role","outcome_label_state","biological_outcomes_computed","panel_fit","pca","ph","landscape"
"mv07f_upstream_queue_v1",113,"sct",79,"SRA701877_SRS3279694",20260807,2213,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",114,"sct",80,"SRA701877_SRS3279695",20260807,2992,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",115,"sct",81,"SRA742961_SRS3565195",20260807,5718,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",116,"sct",82,"SRA742961_SRS3565196",20260807,7791,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",117,"sct",83,"SRA742961_SRS3565197",20260807,11475,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",118,"sct",84,"SRA742961_SRS3565198",20260807,7396,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",119,"sct",85,"SRA742961_SRS3565199",20260807,8050,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",120,"sct",86,"SRA742961_SRS3565201",20260807,7482,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",121,"sct",87,"SRA742961_SRS3565202",20260807,5748,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",122,"sct",88,"SRA742961_SRS3565203",20260807,6335,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",123,"sct",89,"SRA742961_SRS3565204",20260807,4900,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",124,"sct",90,"SRA742961_SRS3565205",20260807,4751,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",125,"sct",91,"SRA742961_SRS3565206",20260807,6956,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",126,"sct",92,"SRA742961_SRS3565207",20260807,6257,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",127,"sct",93,"SRA742961_SRS3565208",20260807,8118,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",128,"sct",94,"SRA742961_SRS3565209",20260807,7044,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",129,"sct",95,"SRA742961_SRS3565210",20260807,5566,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",130,"sct",96,"SRA742961_SRS3565211",20260807,5981,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",131,"sct",97,"SRA850958_SRS4386101",20260807,1015,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",132,"sct",98,"SRA850958_SRS4386109",20260807,809,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",133,"sct",99,"SRA850958_SRS4386110",20260807,617,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",134,"sct",100,"SRA850958_SRS4386111",20260807,778,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",135,"sct",101,"SRA850958_SRS4386112",20260807,713,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",136,"sct",102,"SRA850958_SRS4386113",20260807,584,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",137,"sct",103,"SRA701877_SRS3279684",20260808,1885,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",138,"sct",104,"SRA701877_SRS3279685",20260808,943,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",139,"sct",105,"SRA701877_SRS3279686",20260808,1632,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",140,"sct",106,"SRA701877_SRS3279687",20260808,2106,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",141,"sct",107,"SRA701877_SRS3279688",20260808,396,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",142,"sct",108,"SRA701877_SRS3279689",20260808,1090,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",143,"sct",109,"SRA701877_SRS3279690",20260808,2157,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",144,"sct",110,"SRA701877_SRS3279691",20260808,1640,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",145,"sct",111,"SRA701877_SRS3279692",20260808,2619,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",146,"sct",112,"SRA701877_SRS3279693",20260808,2491,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",147,"sct",113,"SRA701877_SRS3279694",20260808,2213,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",148,"sct",114,"SRA701877_SRS3279695",20260808,2992,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",149,"sct",115,"SRA742961_SRS3565195",20260808,5718,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",150,"sct",116,"SRA742961_SRS3565196",20260808,7791,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",151,"sct",117,"SRA742961_SRS3565197",20260808,11475,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",152,"sct",118,"SRA742961_SRS3565198",20260808,7396,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",153,"sct",119,"SRA742961_SRS3565199",20260808,8050,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",154,"sct",120,"SRA742961_SRS3565201",20260808,7482,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",155,"sct",121,"SRA742961_SRS3565202",20260808,5748,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",156,"sct",122,"SRA742961_SRS3565203",20260808,6335,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",157,"sct",123,"SRA742961_SRS3565204",20260808,4900,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",158,"sct",124,"SRA742961_SRS3565205",20260808,4751,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",159,"sct",125,"SRA742961_SRS3565206",20260808,6956,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",160,"sct",126,"SRA742961_SRS3565207",20260808,6257,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",161,"sct",127,"SRA742961_SRS3565208",20260808,8118,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",162,"sct",128,"SRA742961_SRS3565209",20260808,7044,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",163,"sct",129,"SRA742961_SRS3565210",20260808,5566,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",164,"sct",130,"SRA742961_SRS3565211",20260808,5981,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",165,"sct",131,"SRA850958_SRS4386101",20260808,1015,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",166,"sct",132,"SRA850958_SRS4386109",20260808,809,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",167,"sct",133,"SRA850958_SRS4386110",20260808,617,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",168,"sct",134,"SRA850958_SRS4386111",20260808,778,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
"mv07f_upstream_queue_v1",169,"sct",135,"SRA850958_SRS4386112",20260808,713,384,"one_atomic_sct_cache","closed",FALSE,FALSE,FALSE,FALSE,FALSE
