"view","contribution","cumulative_fraction"
"gene",0.000111552800573589,0.0268817204301075
"gene",0.000116356481928125,0.0302911093627065
"gene",0.000120440249570022,0.033569367951744
"gene",0.000123468066071139,0.036978756884343
"gene",0.000127984719639112,0.0402570154733805
"gene",0.000132986408214098,0.0436664044059795
"gene",0.000136276656463225,0.046944662995017
"gene",0.000141956876834934,0.0503540519276161
"gene",0.000145311478536913,0.0536323105166536
"gene",0.000150213528975052,0.0570416994492526
"gene",0.00015337018150222,0.0603199580382901
"gene",0.000156512976492926,0.0637293469708891
"gene",0.000160933261225395,0.0670076055599266
"gene",0.000166164817564532,0.0704169944925256
"gene",0.000169660511723854,0.0736952530815631
"gene",0.000173832955651936,0.0771046420141621
"gene",0.000178365632086678,0.0803829006031996
"gene",0.000181290692007348,0.0837922895357986
"gene",0.000185035312967112,0.0870705481248361
"gene",0.000189737749335028,0.0904799370574351
"gene",0.000193639290424711,0.0937581956464726
"gene",0.000197433207437519,0.0971675845790716
"gene",0.000201170028299312,0.100445843168109
"gene",0.000203700076949582,0.103855232100708
"gene",0.000206769509102979,0.107133490689746
"gene",0.00021064392425514,0.110542879622345
"gene",0.000214995860259207,0.113821138211382
"gene",0.000218596607423841,0.117230527143981
"gene",0.000221313853161362,0.120508785733019
"gene",0.00022419159204731,0.123918174665618
"gene",0.000228987689911328,0.127196433254655
"gene",0.000232644228671036,0.130605822187254
"gene",0.00023551654818647,0.133884080776292
"gene",0.000239037852179515,0.137293469708891
"gene",0.000242117705156412,0.140571728297928
"gene",0.000246459058508844,0.143981117230527
"gene",0.000249476537432522,0.147259375819565
"gene",0.00025250278874208,0.150668764752164
"gene",0.000254394913463464,0.153947023341201
"gene",0.000256143148719999,0.1573564122738
"gene",0.000258531089486785,0.160634670862838
"gene",0.000261966683680212,0.164044059795437
"gene",0.000264784825587229,0.167322318384474
"gene",0.000267116301515992,0.170731707317073
"gene",0.000269475073639285,0.174009965906111
"gene",0.000272260967532752,0.17741935483871
"gene",0.000274667252214055,0.180697613427747
"gene",0.000277453892080809,0.184107002360346
"gene",0.000280464797587797,0.187385260949384
"gene",0.000283209367430065,0.190794649881983
"gene",0.000285521888103178,0.19407290847102
"gene",0.000288181059728995,0.197482297403619
"gene",0.000290898405592143,0.200760555992657
"gene",0.000294362427066935,0.204169944925256
"gene",0.000297434061474771,0.207448203514293
"gene",0.000299431053190889,0.210857592446892
"gene",0.000303680313742186,0.21413585103593
"gene",0.000306335977757041,0.217545239968529
"gene",0.00030955816812669,0.220823498557566
"gene",0.000311837902248038,0.224232887490165
"gene",0.000314333590591498,0.227511146079203
"gene",0.000317855109274926,0.230920535011802
"gene",0.000320446736315714,0.234198793600839
"gene",0.000323805451853344,0.237608182533438
"gene",0.000326436408936472,0.240886441122476
