"dimension","birth","death","homology"
1,5.22444284586948,5.66050074428405,"H1"
1,5.22333449836151,5.60933544592177,"H1"
1,5.22017023042095,5.86181976488287,"H1"
1,5.21970315690628,5.32448951311452,"H1"
1,5.21363079521128,5.61350114859723,"H1"
1,5.20021563471065,5.36258840076807,"H1"
1,5.19534853797945,5.80464505287661,"H1"
1,5.18694333928817,5.60523664992431,"H1"
1,5.18592979843742,5.2922595892988,"H1"
1,5.17243835745813,5.39728707107054,"H1"
1,5.1720682601186,5.20981635728786,"H1"
1,5.16830548209412,5.2168203720646,"H1"
1,5.16604710341286,5.73708937196628,"H1"
1,5.1632221925182,5.63221207606844,"H1"
1,5.13456257590913,5.25720561310822,"H1"
1,5.12947818676098,5.20981635728786,"H1"
1,5.12344828037707,5.45563499731955,"H1"
1,5.09881788573955,5.83328576704198,"H1"
1,5.09089133344151,5.52482203111698,"H1"
1,5.08994825898407,5.36252177957963,"H1"
1,5.08916959555408,5.6073116558083,"H1"
1,5.07483775230686,5.31960180653427,"H1"
1,5.07099372373288,5.77533743661182,"H1"
1,5.06331540507158,5.38916487790005,"H1"
1,5.04085208203128,5.36814261556299,"H1"
1,5.03385997719638,5.67648335119719,"H1"
1,5.02614792784458,5.20981635728786,"H1"
1,5.00579414095809,5.22323290727321,"H1"
1,4.95562215310991,5.36454784752178,"H1"
1,4.90118242315291,5.44838718795799,"H1"
