"dimension","birth","death","homology"
0,0,6.07095474651613,"H0"
0,0,6.07210725186304,"H0"
0,0,6.09001006092903,"H0"
0,0,6.09937898171506,"H0"
0,0,6.10248051421075,"H0"
0,0,6.12130895634687,"H0"
0,0,6.12885008228902,"H0"
0,0,6.13667710739938,"H0"
0,0,6.16567739341347,"H0"
0,0,6.16917758671829,"H0"
0,0,6.19294900566073,"H0"
0,0,6.19582335501916,"H0"
0,0,6.20774203338608,"H0"
0,0,6.20900364099511,"H0"
0,0,6.21406648933909,"H0"
0,0,6.23932354191044,"H0"
0,0,6.24530526975768,"H0"
0,0,6.24832905815155,"H0"
0,0,6.2551786019194,"H0"
0,0,6.25844275652214,"H0"
0,0,6.27197640995622,"H0"
0,0,6.32553477233704,"H0"
0,0,6.32909346761253,"H0"
0,0,6.33205949835502,"H0"
0,0,6.38888158482598,"H0"
0,0,6.41772284152861,"H0"
0,0,6.4267079756847,"H0"
0,0,6.42704898011985,"H0"
0,0,6.42877553300712,"H0"
0,0,6.44503541713604,"H0"
0,0,6.44838867330304,"H0"
0,0,6.4540112418704,"H0"
0,0,6.458770087338,"H0"
0,0,6.46392508343909,"H0"
0,0,6.49232951615619,"H0"
0,0,6.49609572772202,"H0"
0,0,6.52738089573649,"H0"
0,0,6.52986559521254,"H0"
0,0,6.5351494552858,"H0"
0,0,6.54390351398215,"H0"
0,0,6.54398900539229,"H0"
0,0,6.54405953097079,"H0"
0,0,6.59070550163499,"H0"
0,0,6.59586690158867,"H0"
0,0,6.60743917571339,"H0"
0,0,6.69158038580446,"H0"
0,0,6.71344770310261,"H0"
0,0,6.71608175293934,"H0"
0,0,6.73038206186581,"H0"
0,0,6.74353808531185,"H0"
0,0,6.74390176978709,"H0"
0,0,6.74630371984744,"H0"
0,0,6.74754145192816,"H0"
0,0,6.75052210474943,"H0"
0,0,6.76080242637804,"H0"
0,0,6.81114319903239,"H0"
0,0,6.8645797312008,"H0"
0,0,6.87495719885498,"H0"
0,0,6.89060706690186,"H0"
0,0,6.93185041899113,"H0"
0,0,6.94679324683977,"H0"
0,0,6.97429296516441,"H0"
0,0,6.98169198101738,"H0"
0,0,7.0350822115398,"H0"
0,0,7.04370212166825,"H0"
0,0,7.05174833756757,"H0"
0,0,7.08083945968889,"H0"
0,0,7.08416757733171,"H0"
0,0,7.0881545552714,"H0"
0,0,7.11464204971088,"H0"
0,0,7.13468194839394,"H0"
0,0,7.16210027308665,"H0"
0,0,7.18195499923688,"H0"
0,0,7.18510015477679,"H0"
0,0,7.21973857129369,"H0"
0,0,7.28764748840674,"H0"
0,0,7.30422326535274,"H0"
0,0,7.3048643058077,"H0"
0,0,7.32352605114962,"H0"
0,0,7.34940946579477,"H0"
0,0,7.37783407698234,"H0"
0,0,7.39113066209567,"H0"
0,0,7.41308783776703,"H0"
0,0,7.42028398370752,"H0"
0,0,7.43364315234192,"H0"
0,0,7.43435725512126,"H0"
0,0,7.44574356012173,"H0"
0,0,7.46154615898213,"H0"
0,0,7.47324500926105,"H0"
0,0,7.4918228743614,"H0"
