"ph_order","view_order","dataset_scope","unit_id","seed","panel_id","representation_id","view_id","selected_cells","pca_components","point_metric","outcome_label_state","biological_outcomes_computed","homology_dimension"
319,160,"internal124","SRA667709_SRS3065426",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
320,160,"internal124","SRA667709_SRS3065426",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
321,161,"internal124","SRA667709_SRS3065427",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
322,161,"internal124","SRA667709_SRS3065427",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
323,162,"internal124","SRA667709_SRS3065428",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
324,162,"internal124","SRA667709_SRS3065428",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
325,163,"internal124","SRA667709_SRS3065429",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
326,163,"internal124","SRA667709_SRS3065429",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
327,164,"internal124","SRA667709_SRS3065430",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
328,164,"internal124","SRA667709_SRS3065430",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
329,165,"internal124","SRA667709_SRS3065431",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
330,165,"internal124","SRA667709_SRS3065431",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
331,166,"internal124","SRA701877_SRS3279684",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
332,166,"internal124","SRA701877_SRS3279684",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
333,167,"internal124","SRA701877_SRS3279685",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
334,167,"internal124","SRA701877_SRS3279685",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
335,168,"internal124","SRA701877_SRS3279686",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
336,168,"internal124","SRA701877_SRS3279686",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
337,169,"internal124","SRA701877_SRS3279687",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
338,169,"internal124","SRA701877_SRS3279687",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
339,170,"internal124","SRA701877_SRS3279688",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
340,170,"internal124","SRA701877_SRS3279688",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
341,171,"internal124","SRA701877_SRS3279689",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
342,171,"internal124","SRA701877_SRS3279689",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
343,172,"internal124","SRA701877_SRS3279690",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
344,172,"internal124","SRA701877_SRS3279690",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
345,173,"internal124","SRA701877_SRS3279691",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
346,173,"internal124","SRA701877_SRS3279691",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
347,174,"internal124","SRA701877_SRS3279692",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
348,174,"internal124","SRA701877_SRS3279692",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
349,175,"internal124","SRA701877_SRS3279693",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
350,175,"internal124","SRA701877_SRS3279693",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
351,176,"internal124","SRA701877_SRS3279694",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
352,176,"internal124","SRA701877_SRS3279694",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
353,177,"internal124","SRA701877_SRS3279695",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
354,177,"internal124","SRA701877_SRS3279695",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
355,178,"internal124","SRA703206_SRS3296611",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
356,178,"internal124","SRA703206_SRS3296611",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
357,179,"internal124","SRA703206_SRS3296612",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
358,179,"internal124","SRA703206_SRS3296612",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
359,180,"internal124","SRA703206_SRS3296613",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
360,180,"internal124","SRA703206_SRS3296613",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
361,181,"internal124","SRA703206_SRS3296614",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
362,181,"internal124","SRA703206_SRS3296614",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
363,182,"internal124","SRA713577_SRS3363004",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
364,182,"internal124","SRA713577_SRS3363004",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
365,183,"internal124","SRA716608_SRS3391629",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
366,183,"internal124","SRA716608_SRS3391629",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
367,184,"internal124","SRA716608_SRS3391630",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
368,184,"internal124","SRA716608_SRS3391630",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
369,185,"internal124","SRA716608_SRS3391631",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
370,185,"internal124","SRA716608_SRS3391631",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
371,186,"internal124","SRA716608_SRS3391632",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
372,186,"internal124","SRA716608_SRS3391632",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
373,187,"internal124","SRA716608_SRS3391633",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
374,187,"internal124","SRA716608_SRS3391633",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
375,188,"internal124","SRA728025_SRS3454421",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
376,188,"internal124","SRA728025_SRS3454421",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
377,189,"internal124","SRA728025_SRS3454422",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
378,189,"internal124","SRA728025_SRS3454422",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
379,190,"internal124","SRA728025_SRS3454423",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
380,190,"internal124","SRA728025_SRS3454423",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
381,191,"internal124","SRA728025_SRS3454424",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
382,191,"internal124","SRA728025_SRS3454424",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
383,192,"internal124","SRA728025_SRS3454425",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
384,192,"internal124","SRA728025_SRS3454425",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
385,193,"internal124","SRA728025_SRS3454426",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
386,193,"internal124","SRA728025_SRS3454426",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
387,194,"internal124","SRA728025_SRS3454427",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
388,194,"internal124","SRA728025_SRS3454427",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
389,195,"internal124","SRA728025_SRS3454428",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
390,195,"internal124","SRA728025_SRS3454428",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
391,196,"internal124","SRA728025_SRS3454430",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
392,196,"internal124","SRA728025_SRS3454430",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
393,197,"internal124","SRA740174_SRS3548780",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
394,197,"internal124","SRA740174_SRS3548780",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
395,198,"internal124","SRA740174_SRS3548781",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
396,198,"internal124","SRA740174_SRS3548781",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
397,199,"internal124","SRA740174_SRS3548782",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
398,199,"internal124","SRA740174_SRS3548782",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
399,200,"internal124","SRA740174_SRS3548783",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
400,200,"internal124","SRA740174_SRS3548783",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
401,201,"internal124","SRA742961_SRS3565195",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
402,201,"internal124","SRA742961_SRS3565195",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
403,202,"internal124","SRA742961_SRS3565196",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
404,202,"internal124","SRA742961_SRS3565196",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
405,203,"internal124","SRA742961_SRS3565197",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
406,203,"internal124","SRA742961_SRS3565197",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
407,204,"internal124","SRA742961_SRS3565198",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
408,204,"internal124","SRA742961_SRS3565198",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
409,205,"internal124","SRA742961_SRS3565199",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
410,205,"internal124","SRA742961_SRS3565199",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
411,206,"internal124","SRA742961_SRS3565201",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
412,206,"internal124","SRA742961_SRS3565201",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
413,207,"internal124","SRA742961_SRS3565202",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
414,207,"internal124","SRA742961_SRS3565202",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
415,208,"internal124","SRA742961_SRS3565203",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
416,208,"internal124","SRA742961_SRS3565203",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
417,209,"internal124","SRA742961_SRS3565204",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
418,209,"internal124","SRA742961_SRS3565204",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
419,210,"internal124","SRA742961_SRS3565205",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
420,210,"internal124","SRA742961_SRS3565205",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
421,211,"internal124","SRA742961_SRS3565206",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
422,211,"internal124","SRA742961_SRS3565206",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
423,212,"internal124","SRA742961_SRS3565207",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
424,212,"internal124","SRA742961_SRS3565207",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
425,213,"internal124","SRA742961_SRS3565208",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
426,213,"internal124","SRA742961_SRS3565208",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
427,214,"internal124","SRA742961_SRS3565209",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
428,214,"internal124","SRA742961_SRS3565209",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
429,215,"internal124","SRA742961_SRS3565210",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
430,215,"internal124","SRA742961_SRS3565210",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
431,216,"internal124","SRA742961_SRS3565211",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
432,216,"internal124","SRA742961_SRS3565211",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
433,217,"internal124","SRA749327_SRS3693910",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
434,217,"internal124","SRA749327_SRS3693910",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
435,218,"internal124","SRA749327_SRS3693911",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
436,218,"internal124","SRA749327_SRS3693911",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
437,219,"internal124","SRA749327_SRS3693912",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
438,219,"internal124","SRA749327_SRS3693912",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
439,220,"internal124","SRA749327_SRS3693913",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
440,220,"internal124","SRA749327_SRS3693913",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
441,221,"internal124","SRA760933_SRS3693061",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
442,221,"internal124","SRA760933_SRS3693061",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
443,222,"internal124","SRA779509_SRS3805245",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
444,222,"internal124","SRA779509_SRS3805245",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
445,223,"internal124","SRA779509_SRS3805246",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
446,223,"internal124","SRA779509_SRS3805246",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
447,224,"internal124","SRA779509_SRS3805247",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
448,224,"internal124","SRA779509_SRS3805247",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
449,225,"internal124","SRA779509_SRS3805248",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
450,225,"internal124","SRA779509_SRS3805248",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
451,226,"internal124","SRA779509_SRS3805249",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
452,226,"internal124","SRA779509_SRS3805249",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
453,227,"internal124","SRA779509_SRS3805250",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
454,227,"internal124","SRA779509_SRS3805250",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
455,228,"internal124","SRA779509_SRS3805251",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
456,228,"internal124","SRA779509_SRS3805251",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
457,229,"internal124","SRA779509_SRS3805252",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
458,229,"internal124","SRA779509_SRS3805252",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
459,230,"internal124","SRA779509_SRS3805253",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
460,230,"internal124","SRA779509_SRS3805253",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
461,231,"internal124","SRA779509_SRS3805254",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
462,231,"internal124","SRA779509_SRS3805254",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
463,232,"internal124","SRA779509_SRS3805255",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
464,232,"internal124","SRA779509_SRS3805255",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
465,233,"internal124","SRA779509_SRS3805256",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H0"
466,233,"internal124","SRA779509_SRS3805256",20260806,"exact500","sct_pearson_residual_all_qc_fit_selected384","cell_topology_v1",384,30,"euclidean_shared_pca_v1","closed",FALSE,"H1"
